cell_id,lat,lon,date_utc,baa_cat,dhw
00086b40b80c,-37.175,112.425,2024-01-01,2,0.81
00086b40b80c,-37.175,112.425,2024-01-02,2,0.99
00086b40b80c,-37.175,112.425,2024-01-03,2,1.15
00086b40b80c,-37.175,112.425,2024-01-04,2,1.15
00086b40b80c,-37.175,112.425,2024-01-05,2,1.31
001390fd61f9,-11.175,116.025,2024-01-01,2,2.04
001390fd61f9,-11.175,116.025,2024-01-02,2,2.22
001390fd61f9,-11.175,116.025,2024-01-03,2,2.44
001390fd61f9,-11.175,116.025,2024-01-04,2,2.62
001390fd61f9,-11.175,116.025,2024-01-05,2,2.83
0019b31baf0d,-16.375,149.625,2024-01-01,1,0.0
0019b31baf0d,-16.375,149.625,2024-01-02,1,0.0
0019b31baf0d,-16.375,149.625,2024-01-03,1,0.0
0019b31baf0d,-16.375,149.625,2024-01-04,1,0.0
0019b31baf0d,-16.375,149.625,2024-01-05,1,0.0
0021c35676f4,-11.175,120.025,2024-01-01,2,3.09
0021c35676f4,-11.175,120.025,2024-01-02,2,3.36
0021c35676f4,-11.175,120.025,2024-01-03,2,3.69
0021c35676f4,-11.175,120.025,2024-01-04,2,3.96
0021c35676f4,-11.175,120.025,2024-01-05,3,4.2
003031b28bed,-38.775,134.825,2024-01-01,0,0.0
003031b28bed,-38.775,134.825,2024-01-02,0,0.0
003031b28bed,-38.775,134.825,2024-01-03,0,0.0
003031b28bed,-38.775,134.825,2024-01-04,0,0.0
003031b28bed,-38.775,134.825,2024-01-05,0,0.0
003421be1b39,-23.575,110.425,2024-01-01,0,0.0
003421be1b39,-23.575,110.425,2024-01-02,0,0.0
003421be1b39,-23.575,110.425,2024-01-03,0,0.0
003421be1b39,-23.575,110.425,2024-01-04,0,0.0
003421be1b39,-23.575,110.425,2024-01-05,0,0.0
003622bece52,-10.775,140.825,2024-01-01,2,0.61
003622bece52,-10.775,140.825,2024-01-02,2,0.61
003622bece52,-10.775,140.825,2024-01-03,2,0.61
003622bece52,-10.775,140.825,2024-01-04,2,0.61
003622bece52,-10.775,140.825,2024-01-05,2,0.61
003b0e18587f,-38.775,118.025,2024-01-01,1,0.0
003b0e18587f,-38.775,118.025,2024-01-02,0,0.0
003b0e18587f,-38.775,118.025,2024-01-03,1,0.0
003b0e18587f,-38.775,118.025,2024-01-04,1,0.0
003b0e18587f,-38.775,118.025,2024-01-05,1,0.0
003bc404cad3,-34.775,134.025,2024-01-01,0,0.0
003bc404cad3,-34.775,134.025,2024-01-02,0,0.0
003bc404cad3,-34.775,134.025,2024-01-03,0,0.0
003bc404cad3,-34.775,134.025,2024-01-04,0,0.0
003bc404cad3,-34.775,134.025,2024-01-05,0,0.0
004c476bc922,-40.775,128.025,2024-01-01,1,0.0
004c476bc922,-40.775,128.025,2024-01-02,1,0.0
004c476bc922,-40.775,128.025,2024-01-03,1,0.0
004c476bc922,-40.775,128.025,2024-01-04,1,0.0
004c476bc922,-40.775,128.025,2024-01-05,1,0.0
0064cff7ccfc,-40.375,138.425,2024-01-01,0,0.0
0064cff7ccfc,-40.375,138.425,2024-01-02,0,0.0
0064cff7ccfc,-40.375,138.425,2024-01-03,0,0.0
0064cff7ccfc,-40.375,138.425,2024-01-04,0,0.0
0064cff7ccfc,-40.375,138.425,2024-01-05,0,0.0
006dd9937ee8,-24.375,152.425,2024-01-01,1,0.0
006dd9937ee8,-24.375,152.425,2024-01-02,1,0.0
006dd9937ee8,-24.375,152.425,2024-01-03,1,0.0
006dd9937ee8,-24.375,152.425,2024-01-04,1,0.0
006dd9937ee8,-24.375,152.425,2024-01-05,1,0.0
007ab65e9366,-10.775,138.025,2024-01-01,2,0.85
007ab65e9366,-10.775,138.025,2024-01-02,2,1.08
007ab65e9366,-10.775,138.025,2024-01-03,2,1.32
007ab65e9366,-10.775,138.025,2024-01-04,2,1.53
007ab65e9366,-10.775,138.025,2024-01-05,2,1.75
008f9667f550,-43.175,154.825,2024-01-01,0,0.0
008f9667f550,-43.175,154.825,2024-01-02,0,0.0
008f9667f550,-43.175,154.825,2024-01-03,0,0.0
008f9667f550,-43.175,154.825,2024-01-04,0,0.0
008f9667f550,-43.175,154.825,2024-01-05,0,0.0
00924f52023c,-15.575,139.225,2024-01-01,2,0.15
00924f52023c,-15.575,139.225,2024-01-02,2,0.15
00924f52023c,-15.575,139.225,2024-01-03,2,0.15
00924f52023c,-15.575,139.225,2024-01-04,2,0.15
00924f52023c,-15.575,139.225,2024-01-05,2,0.15
009bc3ae4005,-16.375,124.825,2024-01-01,3,5.3
009bc3ae4005,-16.375,124.825,2024-01-02,3,5.55
009bc3ae4005,-16.375,124.825,2024-01-03,3,5.76
009bc3ae4005,-16.375,124.825,2024-01-04,3,6.0
009bc3ae4005,-16.375,124.825,2024-01-05,3,6.22
00a1e2299b6f,-43.975,142.425,2024-01-01,1,0.0
00a1e2299b6f,-43.975,142.425,2024-01-02,1,0.0
00a1e2299b6f,-43.975,142.425,2024-01-03,1,0.0
00a1e2299b6f,-43.975,142.425,2024-01-04,1,0.0
00a1e2299b6f,-43.975,142.425,2024-01-05,0,0.0
00a8bfe5ff5d,-9.975,128.025,2024-01-01,2,2.32
00a8bfe5ff5d,-9.975,128.025,2024-01-02,2,2.54
00a8bfe5ff5d,-9.975,128.025,2024-01-03,2,2.74
00a8bfe5ff5d,-9.975,128.025,2024-01-04,2,2.96
00a8bfe5ff5d,-9.975,128.025,2024-01-05,2,3.2
00c0b32001c5,-41.575,112.825,2024-01-01,2,1.38
00c0b32001c5,-41.575,112.825,2024-01-02,2,1.77
00c0b32001c5,-41.575,112.825,2024-01-03,2,2.18
00c0b32001c5,-41.575,112.825,2024-01-04,2,2.59
00c0b32001c5,-41.575,112.825,2024-01-05,2,2.99
00cab3d6e058,-41.575,150.425,2024-01-01,3,4.34
00cab3d6e058,-41.575,150.425,2024-01-02,3,4.66
00cab3d6e058,-41.575,150.425,2024-01-03,3,5.01
00cab3d6e058,-41.575,150.425,2024-01-04,3,5.34
00cab3d6e058,-41.575,150.425,2024-01-05,3,5.71
00cf96089cf4,-41.175,136.025,2024-01-01,0,0.0
00cf96089cf4,-41.175,136.025,2024-01-02,1,0.0
00cf96089cf4,-41.175,136.025,2024-01-03,1,0.0
00cf96089cf4,-41.175,136.025,2024-01-04,1,0.0
00cf96089cf4,-41.175,136.025,2024-01-05,1,0.0
00d2630605fb,-16.775,110.825,2024-01-01,1,0.0
00d2630605fb,-16.775,110.825,2024-01-02,1,0.0
00d2630605fb,-16.775,110.825,2024-01-03,1,0.0
00d2630605fb,-16.775,110.825,2024-01-04,1,0.0
00d2630605fb,-16.775,110.825,2024-01-05,1,0.0
00d801caa46d,-9.975,139.625,2024-01-01,2,0.73
00d801caa46d,-9.975,139.625,2024-01-02,2,0.9
00d801caa46d,-9.975,139.625,2024-01-03,2,1.07
00d801caa46d,-9.975,139.625,2024-01-04,2,1.25
00d801caa46d,-9.975,139.625,2024-01-05,2,1.44
00e7ace1395b,-25.175,112.025,2024-01-01,0,0.0
00e7ace1395b,-25.175,112.025,2024-01-02,0,0.0
00e7ace1395b,-25.175,112.025,2024-01-03,0,0.0
00e7ace1395b,-25.175,112.025,2024-01-04,0,0.0
00e7ace1395b,-25.175,112.025,2024-01-05,0,0.0
00e8671f7881,-38.375,115.625,2024-01-01,1,0.0
00e8671f7881,-38.375,115.625,2024-01-02,1,0.0
00e8671f7881,-38.375,115.625,2024-01-03,1,0.0
00e8671f7881,-38.375,115.625,2024-01-04,1,0.0
00e8671f7881,-38.375,115.625,2024-01-05,1,0.0
00ea39cdde44,-19.575,114.825,2024-01-01,0,0.0
00ea39cdde44,-19.575,114.825,2024-01-02,0,0.0
00ea39cdde44,-19.575,114.825,2024-01-03,0,0.0
00ea39cdde44,-19.575,114.825,2024-01-04,0,0.0
00ea39cdde44,-19.575,114.825,2024-01-05,0,0.0
00ea5212048d,-26.775,154.425,2024-01-01,2,0.17
00ea5212048d,-26.775,154.425,2024-01-02,2,0.17
00ea5212048d,-26.775,154.425,2024-01-03,2,0.31
00ea5212048d,-26.775,154.425,2024-01-04,2,0.49
00ea5212048d,-26.775,154.425,2024-01-05,2,0.49
00f299657d60,-9.975,136.425,2024-01-01,2,0.5700000000000001
00f299657d60,-9.975,136.425,2024-01-02,2,0.77
00f299657d60,-9.975,136.425,2024-01-03,2,0.96
00f299657d60,-9.975,136.425,2024-01-04,2,1.17
00f299657d60,-9.975,136.425,2024-01-05,2,1.39
00f4e79cdfa1,-26.375,111.225,2024-01-01,0,0.0
00f4e79cdfa1,-26.375,111.225,2024-01-02,0,0.0
00f4e79cdfa1,-26.375,111.225,2024-01-03,0,0.0
00f4e79cdfa1,-26.375,111.225,2024-01-04,0,0.0
00f4e79cdfa1,-26.375,111.225,2024-01-05,0,0.0
00fead792e1e,-39.975,126.425,2024-01-01,0,0.0
00fead792e1e,-39.975,126.425,2024-01-02,1,0.0
00fead792e1e,-39.975,126.425,2024-01-03,1,0.0
00fead792e1e,-39.975,126.425,2024-01-04,1,0.0
00fead792e1e,-39.975,126.425,2024-01-05,1,0.0
01085047c302,-13.575,154.825,2024-01-01,1,0.0
01085047c302,-13.575,154.825,2024-01-02,1,0.0
01085047c302,-13.575,154.825,2024-01-03,2,0.15
01085047c302,-13.575,154.825,2024-01-04,2,0.31
01085047c302,-13.575,154.825,2024-01-05,2,0.47
01190c34be3b,-38.375,151.225,2024-01-01,1,0.87
01190c34be3b,-38.375,151.225,2024-01-02,1,0.87
01190c34be3b,-38.375,151.225,2024-01-03,1,0.87
01190c34be3b,-38.375,151.225,2024-01-04,1,0.87
01190c34be3b,-38.375,151.225,2024-01-05,1,0.87
0127b63af374,-33.575,112.025,2024-01-01,0,0.0
0127b63af374,-33.575,112.025,2024-01-02,0,0.0
0127b63af374,-33.575,112.025,2024-01-03,0,0.0
0127b63af374,-33.575,112.025,2024-01-04,1,0.0
0127b63af374,-33.575,112.025,2024-01-05,1,0.0
0128e987080b,-34.375,152.825,2024-01-01,2,0.36
0128e987080b,-34.375,152.825,2024-01-02,2,0.5700000000000001
0128e987080b,-34.375,152.825,2024-01-03,2,0.78
0128e987080b,-34.375,152.825,2024-01-04,2,1.01
0128e987080b,-34.375,152.825,2024-01-05,2,1.21
013a5b9f844d,-35.575,127.225,2024-01-01,0,0.0
013a5b9f844d,-35.575,127.225,2024-01-02,0,0.0
013a5b9f844d,-35.575,127.225,2024-01-03,0,0.0
013a5b9f844d,-35.575,127.225,2024-01-04,0,0.0
013a5b9f844d,-35.575,127.225,2024-01-05,0,0.0
0154b159d8ec,-13.575,118.025,2024-01-01,1,0.3
0154b159d8ec,-13.575,118.025,2024-01-02,1,0.3
0154b159d8ec,-13.575,118.025,2024-01-03,1,0.3
0154b159d8ec,-13.575,118.025,2024-01-04,1,0.3
0154b159d8ec,-13.575,118.025,2024-01-05,1,0.3
01693a23c715,-37.975,150.025,2024-01-01,2,0.87
01693a23c715,-37.975,150.025,2024-01-02,2,0.87
01693a23c715,-37.975,150.025,2024-01-03,2,0.87
01693a23c715,-37.975,150.025,2024-01-04,2,0.87
01693a23c715,-37.975,150.025,2024-01-05,2,0.87
016d65e5614b,-40.775,134.825,2024-01-01,0,0.0
016d65e5614b,-40.775,134.825,2024-01-02,0,0.0
016d65e5614b,-40.775,134.825,2024-01-03,1,0.0
016d65e5614b,-40.775,134.825,2024-01-04,1,0.0
016d65e5614b,-40.775,134.825,2024-01-05,1,0.0
017432489770,-42.775,130.025,2024-01-01,0,0.0
017432489770,-42.775,130.025,2024-01-02,1,0.0
017432489770,-42.775,130.025,2024-01-03,1,0.0
017432489770,-42.775,130.025,2024-01-04,1,0.0
017432489770,-42.775,130.025,2024-01-05,1,0.0
0179253a99e5,-14.775,152.825,2024-01-01,1,0.0
0179253a99e5,-14.775,152.825,2024-01-02,1,0.0
0179253a99e5,-14.775,152.825,2024-01-03,1,0.0
0179253a99e5,-14.775,152.825,2024-01-04,1,0.0
0179253a99e5,-14.775,152.825,2024-01-05,1,0.0
0186613c46aa,-11.575,137.225,2024-01-01,2,1.13
0186613c46aa,-11.575,137.225,2024-01-02,2,1.35
0186613c46aa,-11.575,137.225,2024-01-03,2,1.58
0186613c46aa,-11.575,137.225,2024-01-04,2,1.81
0186613c46aa,-11.575,137.225,2024-01-05,2,2.06
018af98f60cd,-38.775,141.225,2024-01-01,0,0.0
018af98f60cd,-38.775,141.225,2024-01-02,0,0.0
018af98f60cd,-38.775,141.225,2024-01-03,0,0.0
018af98f60cd,-38.775,141.225,2024-01-04,0,0.0
018af98f60cd,-38.775,141.225,2024-01-05,0,0.0
018b7c156fa3,-35.975,126.425,2024-01-01,0,0.0
018b7c156fa3,-35.975,126.425,2024-01-02,0,0.0
018b7c156fa3,-35.975,126.425,2024-01-03,0,0.0
018b7c156fa3,-35.975,126.425,2024-01-04,0,0.0
018b7c156fa3,-35.975,126.425,2024-01-05,0,0.0
019206ddf9a9,-11.975,135.225,2024-01-01,2,1.09
019206ddf9a9,-11.975,135.225,2024-01-02,2,1.26
019206ddf9a9,-11.975,135.225,2024-01-03,2,1.43
019206ddf9a9,-11.975,135.225,2024-01-04,2,1.63
019206ddf9a9,-11.975,135.225,2024-01-05,2,1.85
0192ec58c830,-17.975,146.425,2024-01-01,1,0.0
0192ec58c830,-17.975,146.425,2024-01-02,1,0.0
0192ec58c830,-17.975,146.425,2024-01-03,2,0.15
0192ec58c830,-17.975,146.425,2024-01-04,2,0.33
0192ec58c830,-17.975,146.425,2024-01-05,2,0.54
0194391426fb,-40.375,130.825,2024-01-01,1,0.0
0194391426fb,-40.375,130.825,2024-01-02,1,0.0
0194391426fb,-40.375,130.825,2024-01-03,1,0.0
0194391426fb,-40.375,130.825,2024-01-04,1,0.0
0194391426fb,-40.375,130.825,2024-01-05,1,0.0
01b7f833bfb7,-10.375,130.825,2024-01-01,2,2.83
01b7f833bfb7,-10.375,130.825,2024-01-02,2,3.01
01b7f833bfb7,-10.375,130.825,2024-01-03,2,3.18
01b7f833bfb7,-10.375,130.825,2024-01-04,2,3.37
01b7f833bfb7,-10.375,130.825,2024-01-05,2,3.59
01bdfc9e89d4,-11.175,111.225,2024-01-01,1,0.0
01bdfc9e89d4,-11.175,111.225,2024-01-02,1,0.0
01bdfc9e89d4,-11.175,111.225,2024-01-03,1,0.0
01bdfc9e89d4,-11.175,111.225,2024-01-04,1,0.0
01bdfc9e89d4,-11.175,111.225,2024-01-05,1,0.0
01e07de5f643,-15.175,145.625,2024-01-01,2,0.31
01e07de5f643,-15.175,145.625,2024-01-02,2,0.31
01e07de5f643,-15.175,145.625,2024-01-03,2,0.31
01e07de5f643,-15.175,145.625,2024-01-04,2,0.31
01e07de5f643,-15.175,145.625,2024-01-05,2,0.31
01e088d7d1b8,-22.775,113.625,2024-01-01,0,0.0
01e088d7d1b8,-22.775,113.625,2024-01-02,0,0.0
01e088d7d1b8,-22.775,113.625,2024-01-03,0,0.0
01e088d7d1b8,-22.775,113.625,2024-01-04,0,0.0
01e088d7d1b8,-22.775,113.625,2024-01-05,0,0.0
01e3f8d41d7c,-21.575,110.025,2024-01-01,0,0.0
01e3f8d41d7c,-21.575,110.025,2024-01-02,0,0.0
01e3f8d41d7c,-21.575,110.025,2024-01-03,0,0.0
01e3f8d41d7c,-21.575,110.025,2024-01-04,0,0.0
01e3f8d41d7c,-21.575,110.025,2024-01-05,0,0.0
0205c17c37e5,-35.575,115.225,2024-01-01,0,0.0
0205c17c37e5,-35.575,115.225,2024-01-02,0,0.0
0205c17c37e5,-35.575,115.225,2024-01-03,0,0.0
0205c17c37e5,-35.575,115.225,2024-01-04,0,0.0
0205c17c37e5,-35.575,115.225,2024-01-05,0,0.0
0206e27ed33d,-34.775,114.025,2024-01-01,0,0.0
0206e27ed33d,-34.775,114.025,2024-01-02,0,0.0
0206e27ed33d,-34.775,114.025,2024-01-03,1,0.0
0206e27ed33d,-34.775,114.025,2024-01-04,1,0.0
0206e27ed33d,-34.775,114.025,2024-01-05,1,0.0
0210f9c1bee6,-22.775,111.625,2024-01-01,0,0.0
0210f9c1bee6,-22.775,111.625,2024-01-02,0,0.0
0210f9c1bee6,-22.775,111.625,2024-01-03,0,0.0
0210f9c1bee6,-22.775,111.625,2024-01-04,0,0.0
0210f9c1bee6,-22.775,111.625,2024-01-05,0,0.0
021307398139,-43.975,114.825,2024-01-01,2,0.67
021307398139,-43.975,114.825,2024-01-02,2,0.96
021307398139,-43.975,114.825,2024-01-03,2,1.29
021307398139,-43.975,114.825,2024-01-04,2,1.63
021307398139,-43.975,114.825,2024-01-05,2,1.93
0219ddfbcf16,-40.775,114.425,2024-01-01,2,1.29
0219ddfbcf16,-40.775,114.425,2024-01-02,2,1.57
0219ddfbcf16,-40.775,114.425,2024-01-03,2,1.91
0219ddfbcf16,-40.775,114.425,2024-01-04,2,2.27
0219ddfbcf16,-40.775,114.425,2024-01-05,2,2.64
021cd9de65d2,-41.575,154.825,2024-01-01,3,4.73
021cd9de65d2,-41.575,154.825,2024-01-02,3,5.08
021cd9de65d2,-41.575,154.825,2024-01-03,3,5.43
021cd9de65d2,-41.575,154.825,2024-01-04,3,5.8100000000000005
021cd9de65d2,-41.575,154.825,2024-01-05,3,6.2
024e4e363261,-42.775,148.425,2024-01-01,3,4.2
024e4e363261,-42.775,148.425,2024-01-02,3,4.51
024e4e363261,-42.775,148.425,2024-01-03,3,4.82
024e4e363261,-42.775,148.425,2024-01-04,3,5.14
024e4e363261,-42.775,148.425,2024-01-05,3,5.43
0262fda552ae,-33.975,120.025,2024-01-01,0,0.0
0262fda552ae,-33.975,120.025,2024-01-02,0,0.0
0262fda552ae,-33.975,120.025,2024-01-03,0,0.0
0262fda552ae,-33.975,120.025,2024-01-04,0,0.0
0262fda552ae,-33.975,120.025,2024-01-05,0,0.0
027ead9d2121,-36.775,132.425,2024-01-01,0,0.0
027ead9d2121,-36.775,132.425,2024-01-02,0,0.0
027ead9d2121,-36.775,132.425,2024-01-03,0,0.0
027ead9d2121,-36.775,132.425,2024-01-04,0,0.0
027ead9d2121,-36.775,132.425,2024-01-05,0,0.0
027f5d99bea7,-9.975,150.025,2024-01-01,2,1.08
027f5d99bea7,-9.975,150.025,2024-01-02,2,1.27
027f5d99bea7,-9.975,150.025,2024-01-03,2,1.48
027f5d99bea7,-9.975,150.025,2024-01-04,2,1.73
027f5d99bea7,-9.975,150.025,2024-01-05,2,1.93
02805443daaf,-37.975,131.625,2024-01-01,0,0.0
02805443daaf,-37.975,131.625,2024-01-02,0,0.0
02805443daaf,-37.975,131.625,2024-01-03,0,0.0
02805443daaf,-37.975,131.625,2024-01-04,0,0.0
02805443daaf,-37.975,131.625,2024-01-05,0,0.0
0296f7c2c367,-37.975,133.625,2024-01-01,0,0.0
0296f7c2c367,-37.975,133.625,2024-01-02,0,0.0
0296f7c2c367,-37.975,133.625,2024-01-03,0,0.0
0296f7c2c367,-37.975,133.625,2024-01-04,0,0.0
0296f7c2c367,-37.975,133.625,2024-01-05,0,0.0
029730fb2d76,-35.575,117.625,2024-01-01,0,0.0
029730fb2d76,-35.575,117.625,2024-01-02,0,0.0
029730fb2d76,-35.575,117.625,2024-01-03,0,0.0
029730fb2d76,-35.575,117.625,2024-01-04,0,0.0
029730fb2d76,-35.575,117.625,2024-01-05,0,0.0
02a45f35dfaf,-40.775,143.625,2024-01-01,1,0.0
02a45f35dfaf,-40.775,143.625,2024-01-02,1,0.0
02a45f35dfaf,-40.775,143.625,2024-01-03,1,0.0
02a45f35dfaf,-40.775,143.625,2024-01-04,1,0.0
02a45f35dfaf,-40.775,143.625,2024-01-05,1,0.0
02b6b5b1fe27,-40.375,110.025,2024-01-01,2,0.17
02b6b5b1fe27,-40.375,110.025,2024-01-02,2,0.37
02b6b5b1fe27,-40.375,110.025,2024-01-03,2,0.58
02b6b5b1fe27,-40.375,110.025,2024-01-04,2,0.8300000000000001
02b6b5b1fe27,-40.375,110.025,2024-01-05,2,1.1
02b9c12506e4,-36.375,128.425,2024-01-01,0,0.0
02b9c12506e4,-36.375,128.425,2024-01-02,0,0.0
02b9c12506e4,-36.375,128.425,2024-01-03,0,0.0
02b9c12506e4,-36.375,128.425,2024-01-04,0,0.0
02b9c12506e4,-36.375,128.425,2024-01-05,0,0.0
02bec5b50596,-17.175,115.625,2024-01-01,0,0.0
02bec5b50596,-17.175,115.625,2024-01-02,0,0.0
02bec5b50596,-17.175,115.625,2024-01-03,0,0.0
02bec5b50596,-17.175,115.625,2024-01-04,0,0.0
02bec5b50596,-17.175,115.625,2024-01-05,0,0.0
02bf0e8d23d5,-13.975,151.225,2024-01-01,2,1.15
02bf0e8d23d5,-13.975,151.225,2024-01-02,2,1.15
02bf0e8d23d5,-13.975,151.225,2024-01-03,2,1.15
02bf0e8d23d5,-13.975,151.225,2024-01-04,2,1.3
02bf0e8d23d5,-13.975,151.225,2024-01-05,2,1.46
02c54b4d4027,-35.575,136.825,2024-01-01,0,0.0
02c54b4d4027,-35.575,136.825,2024-01-02,0,0.0
02c54b4d4027,-35.575,136.825,2024-01-03,0,0.0
02c54b4d4027,-35.575,136.825,2024-01-04,0,0.0
02c54b4d4027,-35.575,136.825,2024-01-05,0,0.0
02cdd402a325,-41.575,114.425,2024-01-01,2,0.54
02cdd402a325,-41.575,114.425,2024-01-02,2,0.9
02cdd402a325,-41.575,114.425,2024-01-03,2,1.34
02cdd402a325,-41.575,114.425,2024-01-04,2,1.74
02cdd402a325,-41.575,114.425,2024-01-05,2,2.17
02e657e91fed,-29.175,112.825,2024-01-01,0,0.0
02e657e91fed,-29.175,112.825,2024-01-02,0,0.0
02e657e91fed,-29.175,112.825,2024-01-03,1,0.0
02e657e91fed,-29.175,112.825,2024-01-04,1,0.0
02e657e91fed,-29.175,112.825,2024-01-05,1,0.0
02e9806f7672,-12.775,148.425,2024-01-01,2,1.23
02e9806f7672,-12.775,148.425,2024-01-02,2,1.23
02e9806f7672,-12.775,148.425,2024-01-03,2,1.23
02e9806f7672,-12.775,148.425,2024-01-04,2,1.4
02e9806f7672,-12.775,148.425,2024-01-05,2,1.57
02f48df96019,-10.775,137.225,2024-01-01,2,0.79
02f48df96019,-10.775,137.225,2024-01-02,2,1.03
02f48df96019,-10.775,137.225,2024-01-03,2,1.25
02f48df96019,-10.775,137.225,2024-01-04,2,1.46
02f48df96019,-10.775,137.225,2024-01-05,2,1.7
02ffac4a61f3,-10.775,114.825,2024-01-01,2,0.94
02ffac4a61f3,-10.775,114.825,2024-01-02,2,1.15
02ffac4a61f3,-10.775,114.825,2024-01-03,2,1.38
02ffac4a61f3,-10.775,114.825,2024-01-04,2,1.57
02ffac4a61f3,-10.775,114.825,2024-01-05,2,1.77
0332fdcc36cb,-18.775,148.425,2024-01-01,1,0.0
0332fdcc36cb,-18.775,148.425,2024-01-02,1,0.0
0332fdcc36cb,-18.775,148.425,2024-01-03,2,0.15
0332fdcc36cb,-18.775,148.425,2024-01-04,2,0.32
0332fdcc36cb,-18.775,148.425,2024-01-05,2,0.5
03462ba9a156,-38.375,148.825,2024-01-01,2,0.3
03462ba9a156,-38.375,148.825,2024-01-02,2,0.3
03462ba9a156,-38.375,148.825,2024-01-03,2,0.5
03462ba9a156,-38.375,148.825,2024-01-04,2,0.75
03462ba9a156,-38.375,148.825,2024-01-05,2,0.98
03579dc14987,-10.775,115.625,2024-01-01,2,2.23
03579dc14987,-10.775,115.625,2024-01-02,2,2.43
03579dc14987,-10.775,115.625,2024-01-03,2,2.67
03579dc14987,-10.775,115.625,2024-01-04,2,2.88
03579dc14987,-10.775,115.625,2024-01-05,2,3.1
0360171733aa,-15.175,140.425,2024-01-01,2,0.31
0360171733aa,-15.175,140.425,2024-01-02,2,0.31
0360171733aa,-15.175,140.425,2024-01-03,2,0.46
0360171733aa,-15.175,140.425,2024-01-04,2,0.46
0360171733aa,-15.175,140.425,2024-01-05,2,0.61
0366f008a0a5,-19.975,110.425,2024-01-01,0,0.0
0366f008a0a5,-19.975,110.425,2024-01-02,0,0.0
0366f008a0a5,-19.975,110.425,2024-01-03,0,0.0
0366f008a0a5,-19.975,110.425,2024-01-04,0,0.0
0366f008a0a5,-19.975,110.425,2024-01-05,0,0.0
036aaa9740fa,-20.375,153.625,2024-01-01,2,0.61
036aaa9740fa,-20.375,153.625,2024-01-02,2,0.79
036aaa9740fa,-20.375,153.625,2024-01-03,2,1.0
036aaa9740fa,-20.375,153.625,2024-01-04,2,1.25
036aaa9740fa,-20.375,153.625,2024-01-05,2,1.49
036b3cd61e5f,-32.375,128.025,2024-01-01,0,0.0
036b3cd61e5f,-32.375,128.025,2024-01-02,0,0.0
036b3cd61e5f,-32.375,128.025,2024-01-03,0,0.0
036b3cd61e5f,-32.375,128.025,2024-01-04,0,0.0
036b3cd61e5f,-32.375,128.025,2024-01-05,0,0.0
0372734cfb8c,-35.575,116.425,2024-01-01,0,0.0
0372734cfb8c,-35.575,116.425,2024-01-02,0,0.0
0372734cfb8c,-35.575,116.425,2024-01-03,0,0.0
0372734cfb8c,-35.575,116.425,2024-01-04,0,0.0
0372734cfb8c,-35.575,116.425,2024-01-05,0,0.0
0381e8d0cd72,-32.775,112.825,2024-01-01,0,0.0
0381e8d0cd72,-32.775,112.825,2024-01-02,0,0.0
0381e8d0cd72,-32.775,112.825,2024-01-03,0,0.0
0381e8d0cd72,-32.775,112.825,2024-01-04,0,0.0
0381e8d0cd72,-32.775,112.825,2024-01-05,0,0.0
03993b952828,-40.375,118.425,2024-01-01,2,0.15
03993b952828,-40.375,118.425,2024-01-02,2,0.35
03993b952828,-40.375,118.425,2024-01-03,2,0.6
03993b952828,-40.375,118.425,2024-01-04,2,0.88
03993b952828,-40.375,118.425,2024-01-05,2,1.2
039dc2a5c346,-11.575,122.425,2024-01-01,3,4.2
039dc2a5c346,-11.575,122.425,2024-01-02,3,4.45
039dc2a5c346,-11.575,122.425,2024-01-03,3,4.7
039dc2a5c346,-11.575,122.425,2024-01-04,3,4.97
039dc2a5c346,-11.575,122.425,2024-01-05,3,5.18
03aa65925406,-12.775,146.025,2024-01-01,2,0.66
03aa65925406,-12.775,146.025,2024-01-02,2,0.81
03aa65925406,-12.775,146.025,2024-01-03,2,0.81
03aa65925406,-12.775,146.025,2024-01-04,2,0.81
03aa65925406,-12.775,146.025,2024-01-05,2,0.81
03aaee3e87bb,-44.375,142.425,2024-01-01,1,0.0
03aaee3e87bb,-44.375,142.425,2024-01-02,1,0.0
03aaee3e87bb,-44.375,142.425,2024-01-03,0,0.0
03aaee3e87bb,-44.375,142.425,2024-01-04,0,0.0
03aaee3e87bb,-44.375,142.425,2024-01-05,0,0.0
03b1a8628466,-41.975,134.825,2024-01-01,1,0.0
03b1a8628466,-41.975,134.825,2024-01-02,1,0.0
03b1a8628466,-41.975,134.825,2024-01-03,1,0.0
03b1a8628466,-41.975,134.825,2024-01-04,1,0.0
03b1a8628466,-41.975,134.825,2024-01-05,1,0.0
03bc4d82d630,-36.375,128.825,2024-01-01,0,0.0
03bc4d82d630,-36.375,128.825,2024-01-02,0,0.0
03bc4d82d630,-36.375,128.825,2024-01-03,0,0.0
03bc4d82d630,-36.375,128.825,2024-01-04,0,0.0
03bc4d82d630,-36.375,128.825,2024-01-05,0,0.0
03cd4efa719f,-17.975,150.025,2024-01-01,2,0.44
03cd4efa719f,-17.975,150.025,2024-01-02,2,0.61
03cd4efa719f,-17.975,150.025,2024-01-03,2,0.77
03cd4efa719f,-17.975,150.025,2024-01-04,2,0.95
03cd4efa719f,-17.975,150.025,2024-01-05,2,1.12
03e8756f8a67,-44.775,123.625,2024-01-01,2,0.36
03e8756f8a67,-44.775,123.625,2024-01-02,2,0.58
03e8756f8a67,-44.775,123.625,2024-01-03,2,0.81
